company_name,position_title,skills,min_experience,education,seniority,description_length,skills_count
Rx Help Centers,$17.50hr - Patient Advocate - Part Time Position - Mon - Fri ...,"[""communication"", ""go""]",1.0,,,846,2
Moda Health,Member Health Advocate ~ remote,"[""time management"", ""communication"", ""go"", ""clinical""]",5.0,,senior,2632,4
"Bilingual Care Advocate (Hebrew)   New York, NY•Remote Full-time",Bilingual Care Advocate (Hebrew),"[""nursing"", ""excel"", ""git"", ""communication"", ""sem"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""api"", ""creativity"", ""medical"", ""problem solving"", ""leadership"", ""rust""]",1.0,,junior,5296,15
Great American Insurance Group,Remote Customer Service Representative,"[""excel"", ""time management"", ""creativity"", ""go"", ""medical"", ""problem solving"", ""leadership""]",3.0,high school,mid,3207,7
Nordstrom,Retail Cashier & Sales Floor Support - The Shops at Riverwalk Rack,"[""time management"", ""attention to detail"", ""communication"", ""adaptability""]",1.0,,,1173,4
Panera Bread,Restaurant Team Member - Cashier,"[""excel"", ""communication"", ""rest"", ""go"", ""medical"", ""rust""]",8.0,,manager,2550,6
Skechers,Retail Floor Leader - Anthem,"[""time management"", ""rest"", ""leadership"", ""go""]",8.0,,manager,2073,4
McDonald's,Crew Team Member,"[""adaptability"", ""seo"", ""rest"", ""go""]",1.0,high school,,3318,4
"DGA Security   New York, NY   Hybrid",Business Development Manager,"[""crm"", ""sem"", ""teamwork"", ""go"", ""salesforce"", ""leadership"", ""rust""]",8.0,,manager,2578,7
"Katten Muchin Rosenman LLP   New York, NY   Hybrid ",Business Development Manager,"[""tax"", ""excel"", ""critical thinking"", ""communication"", ""aws"", ""time management"", ""rest"", ""attention to detail"", ""sales strategy"", ""agile"", ""go"", ""medical"", ""leadership""]",5.0,bachelor,senior,7831,13
"ChenMed   Jacksonville, FL On-site ",Medical Assistant,"[""excel"", ""communication"", ""clinical"", ""time management"", ""teamwork"", ""go"", ""api"", ""creativity"", ""cpr"", ""medical"", ""problem solving"", ""emr""]",5.0,high school,senior,4196,12
"SNI Companies   Jacksonville, FL    Hybrid",Medical Receptionist,"[""excel"", ""communication"", ""sap"", ""hipaa"", ""rest"", ""cpr"", ""medical"", ""patient care""]",2.0,high school,,1723,8
"Water Treatment Facilities   Fresh Meadows, New York, United States On-site",Medical Receptionist / Registrar,"[""excel"", ""medical"", ""adaptability"", ""go""]",1.0,,,961,4
Sally Beauty,Sales Associate/Beauty Advisor,"[""communication"", ""rest"", ""go"", ""creativity"", ""medical"", ""leadership""]",1.0,,junior,1914,6
Kohl's,Part-Time Retail Sales Associate,"[""excel"", ""communication"", ""problem solving"", ""rust""]",1.0,,junior,3895,4
General Assembly  United States   Remote,"Program Manager, Blended Learning","[""excel"", ""git"", ""communication"", ""sem"", ""time management"", ""teamwork"", ""adaptability"", ""go"", ""creativity"", ""financial reporting"", ""leadership""]",5.0,,senior,3980,11
Public Consulting Group  United States   Remote,Senior Project Manager - Education,"[""critical thinking"", ""excel"", ""social media"", ""communication"", ""time management"", ""teamwork"", ""go"", ""problem solving"", ""leadership""]",3.0,,mid,3387,9
Tech Elevator  United States   Remote,Project Manager,"[""excel"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""agile"", ""go"", ""leadership""]",3.0,,mid,5465,8
Paligo,Technical Support Agent,"[""crm"", ""excel"", ""communication"", ""javascript"", ""java"", ""time management"", ""teamwork"", ""adaptability"", ""go"", ""api""]",8.0,,manager,3706,10
"CompuCom Systems, Inc.",IT Help Desk Technical Support Agent (Remote/Telecommute),"[""attention to detail"", ""account management"", ""communication"", ""leadership""]",8.0,master,manager,3369,4
ICONIQ Capital,Systems Administrator,"[""azure"", ""excel"", ""communication"", ""time management"", ""teamwork"", ""go"", ""api"", ""medical"", ""leadership""]",5.0,bachelor,senior,3370,9
Cambridge Information Group Inc,Systems Administrator,"[""azure"", ""excel"", ""leadership"", ""communication"", ""sem"", ""aws"", ""time management"", ""adaptability"", ""python""]",3.0,master,mid,6633,9
Intrepid Museum,System Administrator,"[""critical thinking"", ""communication"", ""sql"", ""teamwork"", ""rest"", ""time management"", ""go"", ""rust""]",5.0,,senior,4913,8
System One,IT Systems Administrator,"[""communication""]",8.0,master,manager,2813,1
Compass,Marketing Advisor,"[""copywriting"", ""critical thinking"", ""excel"", ""git"", ""social media"", ""communication"", ""time management"", ""teamwork"", ""attention to detail"", ""go"", ""creativity""]",8.0,,manager,5004,11
Secure Agent Marketing,Sales Representatives,"[""critical thinking"", ""excel"", ""social media"", ""communication""]",1.0,,,1473,4
"Amazon.com, Inc.","Director, ACX Creator Marketing","[""critical thinking"", ""excel"", ""git"", ""social media"", ""communication"", ""time management"", ""attention to detail"", ""adaptability"", ""go"", ""api"", ""creativity"", ""leadership""]",8.0,,manager,5093,12
Compass Group Careers,"MARKETING COORDINATOR - HIGHER EDUCATION - Newark, NJ","[""excel"", ""communication"", ""rest"", ""attention to detail"", ""adaptability"", ""go"", ""creativity"", ""medical""]",1.0,master,junior,3495,8
Wells Fargo,Search optimization,"[""seo"", ""google analytics"", ""critical thinking"", ""excel"", ""git"", ""social media"", ""sem"", ""communication"", ""leadership"", ""time management"", ""teamwork"", ""rest"", ""go"", ""creativity"", ""problem solving""]",5.0,,senior,7188,15
LEVINE/LEAVITT,Marketing and Visuals Manager for Artist Management Agency,"[""critical thinking"", ""git"", ""social media"", ""communication"", ""time management"", ""teamwork"", ""go"", ""creativity""]",8.0,bachelor,manager,2033,8
1stDibs,Senior Systems Administrator,"[""docker"", ""kubernetes"", ""git"", ""leadership"", ""communication"", ""aws"", ""teamwork"", ""go"", ""api"", ""python""]",5.0,,senior,3438,10
Hudson Group,Windows System Administrator,"[""azure"", ""medical"", ""leadership""]",8.0,,manager,3064,3
Visa,"Business Development Manager, NA Marketing Services","[""critical thinking"", ""excel"", ""git"", ""communication"", ""time management"", ""go"", ""creativity"", ""problem solving"", ""leadership""]",5.0,master,senior,5101,9
 Yaffed,Director of Development ,"[""excel"", ""time management"", ""rest"", ""go"", ""creativity"", ""medical""]",3.0,,mid,2252,6
Joe Paul Group,"Director of Development -Queens, NY #822","[""excel"", ""communication"", ""go"", ""api"", ""creativity"", ""leadership""]",8.0,,manager,2156,6
Marriott,Sales Executive Richmond Hotel,"[""excel"", ""communication"", ""sap"", ""time management"", ""lead generation"", ""rest"", ""negotiation"", ""sales strategy"", ""go"", ""creativity"", ""leadership""]",5.0,bachelor,senior,7825,11
Change Healthcare,"Senior Sales Executive- Revenue Cycle Management - MI, OH, KY, IN","[""communication"", ""sem"", ""aws"", ""time management"", ""teamwork"", ""go"", ""leadership""]",5.0,bachelor,senior,4823,7
Fiserv,Migrations Sales Executive- Credit Union,"[""leadership"", ""crm"", ""go"", ""rust""]",12.0,bachelor,executive,3783,4
Marriott International,Senior Catering Sales Executive,"[""excel"", ""rest"", ""go"", ""spring"", ""creativity"", ""leadership""]",5.0,high school,senior,6352,6
Concentra,Field Sales Account Executive,"[""crm"", ""critical thinking"", ""excel"", ""communication"", ""sem"", ""hipaa"", ""aws"", ""time management"", ""negotiation"", ""attention to detail"", ""adaptability"", ""go"", ""medical"", ""problem solving"", ""leadership""]",5.0,bachelor,senior,4536,15
AT&T,Sales Executive Fiber,"[""medical"", ""crm"", ""communication"", ""sem"", ""negotiation"", ""go"", ""cold calling"", ""problem solving"", ""leadership"", ""rust""]",5.0,bachelor,senior,3822,10
"Bio-Reference Laboratories, Inc.","Account Executive, Urology - Ohio and parts of W.PA, W.VA","[""excel"", ""leadership"", ""communication"", ""time management"", ""lead generation"", ""go"", ""medical"", ""problem solving"", ""clinical""]",5.0,bachelor,senior,2602,9
Aml Rightsource Llc,Entry Level - Transaction Monitoring Investigator ,"[""critical thinking"", ""excel"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""problem solving"", ""leadership""]",1.0,bachelor,junior,4280,8
PTC THERAPEUTICS,Patient Engagement Liaison,"[""communication"", ""clinical"", ""aws"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""rust""]",3.0,,,4101,8
Cancer Treatment Centers of America,"Advocate, Patient Empowerment- REMOTE","[""crm"", ""communication"", ""time management"", ""rest"", ""go"", ""api"", ""salesforce"", ""creativity""]",8.0,bachelor,manager,7241,8
The Judge Group  United States   Remote,Project Managers,"[""critical thinking"", ""excel"", ""git"", ""communication"", ""time management"", ""adaptability"", ""go""]",8.0,master,manager,2720,7
Edpuzzle  United States   Remote, Business Development Project Manager,"[""critical thinking"", ""excel"", ""communication"", ""time management"", ""teamwork"", ""attention to detail"", ""adaptability"", ""go"", ""medical"", ""leadership"", ""rust""]",8.0,bachelor,manager,3874,11
BTIG,"Equity Research Associate, Biotechnology","[""critical thinking"", ""excel"", ""communication"", ""rest"", ""attention to detail"", ""api"", ""financial analysis""]",1.0,phd,junior,3026,7
"Jefferies  New York, NY ",Equity Research Associate - Biotechnology,"[""critical thinking"", ""excel"", ""leadership"", ""communication"", ""sql"", ""teamwork"", ""rest"", ""attention to detail"", ""go"", ""api"", ""medical"", ""python""]",1.0,,junior,2301,12
Career Staffing,Work From Home Administrative Assistant Skills (Data Entry - Remote),"[""time management"", ""excel"", ""medical""]",1.0,high school,junior,1519,3
Macy's Inc.,"Retail Sales Associate - Furniture​/Mattresses, Quaker Bridge Mall...",[],1.0,,junior,382,0
Fortunoff Backyard Store,"Furniture Sales Associates - Bridgewater, N.J.","[""excel"", ""communication"", ""sem"", ""time management"", ""teamwork"", ""go"", ""rust""]",2.0,,,4191,7
Crate and Barrel,Furniture Sales Associate,"[""creativity""]",1.0,,junior,752,1
Arhaus Furniture,Sales Associate / Design Consultant - Full Time,"[""time management"", ""teamwork"", ""medical""]",1.0,high school,junior,2483,3
Dandelion Travels,Customer Service Agent,"[""rest"", ""communication""]",1.0,,,952,2
THE MODERN HELLO.,Customer Service Professional (REMOTE),"[""excel"", ""git"", ""communication"", ""time management"", ""attention to detail"", ""adaptability"", ""go"", ""problem solving""]",2.0,,,2487,8
Cigna,CCRD Customer Service Representative - Work from Home (Remote),"[""medical"", ""critical thinking"", ""excel"", ""communication"", ""sem"", ""aws"", ""attention to detail"", ""adaptability"", ""creativity"", ""hipaa"", ""problem solving"", ""clinical""]",1.0,high school,junior,5897,12
Royal Recruiter,Remote Customer Service Representative ($16/hr),"[""excel"", ""communication""]",1.0,bachelor,,630,2
JoAnn,Part Time Team Member R50775,"[""excel"", ""communication"", ""aws"", ""attention to detail"", ""rest"", ""creativity""]",8.0,,manager,5746,6
Domino's,Assistant Manager(02204) - 620 N Memorial Dr,[],8.0,,manager,614,0
Caretenders VNA,Clinical Account Executive,"[""crm"", ""excel"", ""negotiation"", ""go"", ""leadership"", ""clinical""]",5.0,,senior,2911,6
FedEx Express,R0049: PM Full Time Material Handler,"[""git"", ""communication"", ""aws"", ""time management"", ""rest"", ""go"", ""medical""]",12.0,,executive,9215,7
Danbury Senior Living,Travel STNA,"[""go"", ""rest"", ""aws""]",5.0,,senior,2281,3
Dunkirk Rehabilitation and Nursing Center,RN Supervisor,"[""excel"", ""communication"", ""go"", ""cpr"", ""nursing"", ""leadership"", ""clinical""]",3.0,,mid,6059,7
CoreCivic,Correctional Officer,"[""leadership"", ""medical"", ""go""]",8.0,high school,manager,2100,3
Bassett,Design Consultant,"[""excel"", ""communication"", ""creativity"", ""go"", ""rust""]",1.0,,junior,3175,5
Ethan Allen,Design Consultant- Interior Design/Sales Consultant in Englishtown at Ethan Allen Global Inc.,"[""creativity"", ""adaptability"", ""social media"", ""go""]",1.0,,,2324,4
Baylor Scott & White Health,Case Manager II - Remote,"[""auditing"", ""critical thinking"", ""excel"", ""communication"", ""sem"", ""time management"", ""teamwork"", ""rest"", ""go"", ""nursing"", ""problem solving"", ""leadership"", ""clinical""]",8.0,master,manager,4781,13
"Newell Brands  Hoboken, NJ    On-site",Sr. Art Director,"[""git"", ""social media"", ""aws"", ""teamwork"", ""attention to detail"", ""go"", ""creativity"", ""leadership""]",5.0,bachelor,senior,2848,8
"AARP  New York, NY ",Art Director,"[""tax"", ""excel"", ""git"", ""sem"", ""time management"", ""go"", ""creativity"", ""leadership""]",5.0,,senior,3865,8
Thinx Inc.  New York City Metropolitan Area   Hybrid,Art Director,"[""critical thinking"", ""excel"", ""leadership"", ""communication"", ""teamwork"", ""rest"", ""go"", ""creativity"", ""problem solving""]",3.0,,mid,6986,9
Plaid,Lead Commercial Counsel,"[""aws"", ""negotiation"", ""rest"", ""go"", ""api"", ""creativity"", ""medical"", ""problem solving"", ""leadership""]",5.0,,senior,4373,9
"Axiom   New York, NY On-site",Commercial Contracts Lawyer,"[""excel"", ""teamwork"", ""go"", ""creativity"", ""leadership"", ""rust""]",2.0,,,2671,6
Pagaya,"Vice President, Product Marketing","[""seo"", ""critical thinking"", ""email marketing"", ""communication"", ""go"", ""creativity"", ""content marketing""]",8.0,bachelor,manager,2197,7
Altice USA,VP Marketing & Growth,"[""critical thinking"", ""git"", ""social media"", ""communication"", ""time management"", ""teamwork"", ""go"", ""creativity"", ""medical"", ""leadership""]",5.0,,senior,7489,10
Insider Inc,"VP, Marketing - Advertising Revenue","[""excel"", ""git"", ""communication"", ""time management"", ""lead generation"", ""go"", ""creativity"", ""leadership""]",5.0,,senior,5232,8
Management Leadership For Tomorrow,"Coach, Career Prep","[""salesforce"", ""sem""]",0.0,master,intern,3587,2
"Meijer, Inc.",Grocery Inventory clerk Part Time,[],,,,56,0
COMMERCE BANK,Business Banking Relationship Manager,"[""critical thinking"", ""excel"", ""communication"", ""sem"", ""aws"", ""time management"", ""negotiation"", ""rest"", ""attention to detail"", ""agile"", ""go"", ""leadership""]",3.0,bachelor,mid,4239,12
Raising Cane's,Restaurant Operations Manager,"[""excel"", ""communication"", ""sem"", ""aws"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""creativity"", ""medical"", ""problem solving"", ""leadership""]",5.0,high school,senior,5113,13
RB American Group LLC,Assistant Manager,"[""leadership"", ""rest"", ""medical"", ""go""]",8.0,,manager,1235,4
Anheuser-Busch,"Sr. Manager, Customer Experience Center Business Process","[""tax"", ""excel"", ""critical thinking"", ""communication"", ""time management"", ""go"", ""creativity"", ""medical"", ""leadership""]",5.0,bachelor,senior,5929,9
Microsoft Corporation,Account Delivery Manager,"[""account management"", ""git"", ""excel"", ""aws"", ""time management"", ""teamwork"", ""rest"", ""go"", ""creativity"", ""medical"", ""leadership""]",3.0,master,mid,8266,11
US Foods,New Business Manager - St. Louis Area,"[""critical thinking"", ""excel"", ""communication"", ""time management"", ""lead generation"", ""negotiation"", ""go"", ""creativity"", ""leadership""]",5.0,bachelor,senior,4279,9
"TJX Companies, Inc.",Retail Sales Associate - Part time,"[""excel"", ""communication"", ""aws"", ""time management"", ""attention to detail"", ""adaptability"", ""go""]",1.0,,junior,3444,7
Clarapath,CNC Programmer Machinist,"[""critical thinking"", ""git"", ""communication"", ""time management"", ""teamwork"", ""adaptability"", ""creativity"", ""medical"", ""patient care""]",8.0,master,manager,3701,9
eclaro,Systems Programmer,"[""tax"", ""critical thinking"", ""sql"", ""rest"", ""go"", ""api"", ""medical""]",5.0,master,senior,3412,7
World Finer Foods,Oracle E-Business Programmer & Decision Support,"[""oracle"", ""critical thinking"", ""excel"", ""communication"", ""sql"", ""teamwork"", ""attention to detail"", ""time management"", ""go"", ""problem solving""]",8.0,master,manager,4475,10
Clarapath Inc.,CNC Programmer,"[""critical thinking"", ""git"", ""communication"", ""time management"", ""teamwork"", ""adaptability"", ""creativity"", ""medical"", ""patient care""]",8.0,master,manager,3536,9
Orion Innovation,Mainframe Programmer Analyst,"[""critical thinking"", ""excel"", ""communication"", ""sql"", ""go"", ""budgeting"", ""leadership""]",5.0,,senior,5025,7
Brass Lion Entertainment,Animation Programmer,"[""adaptability"", ""go""]",1.0,bachelor,,2307,2
Parexel,Senior Statistical Programmer,"[""gcp"", ""excel"", ""critical thinking"", ""communication"", ""time management"", ""attention to detail"", ""go"", ""leadership"", ""clinical""]",5.0,,senior,2778,9
Brains Workgroup,Programmer Analyst with R Consultant,"[""sql"", ""git"", ""agile""]",2.0,master,,2549,3
Humana,Inbound Claims & Call Center Representative (iCare),"[""medical"", ""sem"", ""go"", ""sap""]",1.0,,,3678,4
Grant / Morgan Associates,Real Estate Acquisitions Analyst / Sr. Analyst,"[""critical thinking"", ""excel"", ""communication"", ""teamwork"", ""rest"", ""adaptability"", ""api""]",5.0,bachelor,senior,2023,7
Keyway,"Acquisitions, Associate","[""critical thinking"", ""excel"", ""communication"", ""time management"", ""teamwork"", ""attention to detail"", ""adaptability"", ""go"", ""api"", ""creativity"", ""rust""]",1.0,,junior,3796,11
Path Home Team,Real Estate Acquisitions Sales Associate - Start Immediately,"[""critical thinking"", ""communication"", ""time management"", ""go"", ""creativity"", ""leadership"", ""rust""]",1.0,bachelor,junior,2746,7
Bluecore,Senior Accountant (Remote),"[""critical thinking"", ""excel"", ""git"", ""communication"", ""time management"", ""rest"", ""adaptability"", ""gaap"", ""problem solving"", ""rust""]",5.0,,senior,5190,10
Agile Sourcing Partners,Senior Accountant (Remote) (Remote),"[""tax"", ""excel"", ""critical thinking"", ""communication"", ""go""]",5.0,master,senior,2316,5
Greenlight,Staff Accountant,"[""bookkeeping"", ""critical thinking"", ""excel"", ""communication"", ""adaptability"", ""go"", ""api"", ""medical"", ""leadership""]",5.0,,senior,3611,9
WebbMason Marketing,Vice President Marketing,"[""git"", ""brand management"", ""time management"", ""lead generation"", ""teamwork"", ""go"", ""creativity"", ""leadership""]",5.0,,senior,1986,8
31 Talent,Vice President Marketing,"[""google analytics"", ""excel"", ""git"", ""communication"", ""time management"", ""go"", ""creativity"", ""content marketing"", ""leadership""]",5.0,,senior,2286,9
Anderson Law,Commercial Real Estate Attorney,"[""critical thinking"", ""excel"", ""communication"", ""negotiation"", ""go"", ""problem solving""]",2.0,,,1303,6
Phillips Lytle LLP,Real Estate Attorney (4+ yrs),"[""excel"", ""communication"", ""adaptability""]",1.0,,,1138,3
Flatiron School,Career Coach (Remote),"[""communication"", ""aws"", ""time management"", ""attention to detail"", ""go"", ""creativity"", ""medical"", ""rust""]",3.0,,mid,5718,8
Pharmacy Careers,Career Coach (100% Remote / Pharmacy),"[""excel"", ""communication"", ""rest"", ""adaptability"", ""go"", ""leadership""]",5.0,,senior,1197,6
Discovery Health MD,Healthcare Administrative Assistant – Urgent Hiring,"[""excel"", ""communication"", ""hipaa"", ""time management"", ""adaptability"", ""creativity"", ""medical"", ""leadership""]",8.0,high school,manager,3618,8
St. Joseph's Health,Executive Assistant,"[""excel"", ""communication"", ""clinical""]",5.0,master,senior,1115,3
Centers Health CARE,Administrative assistant,"[""excel"", ""communication"", ""adaptability""]",1.0,high school,junior,717,3
US Parcel Service,Administrative Assistant - Remote / Online / Work From Home (PT/FT),"[""adaptability"", ""medical"", ""aws""]",3.0,high school,,1874,3
JOTECH,Work From Home Part Time Administrative Assistant / Customer...,"[""medical"", ""go""]",1.0,,junior,2024,2
The Public Health Institute (PHI),"Administrative Assistant III (Part time) – Remote, Work from Anywhere","[""critical thinking"", ""excel"", ""communication"", ""aws"", ""time management"", ""rest"", ""go"", ""creativity"", ""medical"", ""leadership"", ""rust""]",3.0,high school,mid,7516,11
SonicJobs,Remote Administrative Assistant,"[""excel"", ""communication"", ""time management"", ""adaptability"", ""go"", ""api""]",8.0,,manager,1905,6
Qrypt,Network System Administrator,"[""azure"", ""leadership"", ""communication"", ""sem"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""api"", ""medical"", ""python""]",1.0,bachelor,junior,4493,11
Safelite,Entry Level Customer Service Representative (Remote),"[""communication"", ""time management"", ""teamwork"", ""creativity"", ""go""]",1.0,high school,junior,2873,5
"Sedgwick   Elgin, IL ","Entry Level Claims and Customer Service Positions! Training Program and Career Growth! Chicago, IL","[""excel"", ""communication"", ""time management"", ""teamwork"", ""go"", ""creativity"", ""medical"", ""leadership""]",1.0,high school,junior,5904,8
MJH Life Sciences™,Senior Accountant,"[""critical thinking"", ""excel"", ""time management"", ""teamwork"", ""creativity""]",5.0,bachelor,senior,2219,5
CUSHMAN,"Executive Administrative Assistant, Brokerage","[""excel"", ""communication"", ""time management"", ""adaptability"", ""go"", ""creativity""]",12.0,bachelor,executive,2436,6
MARCUS ATTORNEYS PLLC,Real Estate Paralegal or Executive Assistant,"[""excel"", ""communication"", ""time management"", ""attention to detail"", ""rest"", ""go""]",12.0,,executive,990,6
Solomon Page,Administrative Assistant to Global Real Estate Institutional...,"[""excel"", ""communication"", ""time management"", ""rest"", ""go"", ""rust""]",5.0,master,senior,3629,6
Select Specialty Hospital - Columbus Vic Village(Grant),Chief Executive Officer (CEO),"[""nursing"", ""critical thinking"", ""excel"", ""leadership"", ""communication"", ""hipaa"", ""go"", ""api"", ""medical"", ""problem solving"", ""patient care"", ""rust""]",5.0,master,senior,4167,12
619 Recruiting,Vice President Operations,"[""excel"", ""communication"", ""time management"", ""negotiation"", ""go"", ""api"", ""leadership""]",1.0,bachelor,junior,1800,7
BrightView,"Vice President, Operations","[""excel"", ""communication"", ""time management"", ""adaptability"", ""go"", ""medical"", ""leadership""]",3.0,master,mid,4447,7
Risk Strategies Company,Vice President of Business Intelligence,"[""sql"", ""creativity"", ""budgeting"", ""leadership""]",8.0,bachelor,manager,2623,4
Greater Cleveland Food Bank,Vice President & Chief Financial Officer,"[""auditing"", ""critical thinking"", ""excel"", ""communication"", ""time management"", ""negotiation"", ""go"", ""api"", ""creativity"", ""financial reporting"", ""budgeting"", ""leadership""]",5.0,master,senior,9157,12
NiSource,Vice President Operations Excellence,"[""excel"", ""sem"", ""time management"", ""go"", ""leadership"", ""rust""]",5.0,master,senior,7787,6
g2o,Vice President of Solution Sales - Financial Services,"[""excel"", ""git"", ""communication"", ""time management"", ""teamwork"", ""go"", ""leadership""]",5.0,,senior,3984,7
Columbus State Community College,"Executive Coordinator, Office of The President","[""excel"", ""git"", ""communication"", ""time management"", ""teamwork"", ""adaptability"", ""attention to detail"", ""go"", ""problem solving"", ""rust""]",3.0,,mid,6260,10
MUFG,"Senior Data Security Engineer, Vice President - Remote","[""excel"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""go"", ""creativity"", ""medical"", ""leadership"", ""rust""]",5.0,master,senior,5029,10
cincinnati assn for the blind and visually impaired,"Vice President, Business Development","[""critical thinking"", ""excel"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""attention to detail"", ""adaptability"", ""go"", ""api"", ""creativity"", ""leadership"", ""rust""]",5.0,master,senior,8094,13
Joyce Factory Direct,Vice President of Marketing,"[""git"", ""leadership"", ""lead generation"", ""adaptability"", ""salesforce"", ""problem solving""]",5.0,,senior,2058,6
Alpine Home Air Products,Customer Service Representative (Fully Remote),"[""crm"", ""git"", ""excel"", ""communication"", ""time management"", ""go"", ""creativity"", ""problem solving""]",2.0,,,4082,8
"Thermo Fisher Scientific   Ohio, United States   Remote",Customer Experience Specialist II - REMOTE,"[""excel"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""problem solving""]",3.0,high school,mid,3473,8
One Rockwell,E-commerce Project Manager,"[""git"", ""communication"", ""time management"", ""teamwork"", ""go"", ""api"", ""creativity"", ""medical"", ""problem solving""]",8.0,,manager,2806,9
The Agency Worx,Sr. E-Commerce Marketing Director,"[""critical thinking"", ""git"", ""rest"", ""agile"", ""go"", ""creativity"", ""leadership""]",5.0,master,senior,2129,7
sk*p,"Director, E-commerce & Growth","[""seo"", ""crm"", ""critical thinking"", ""excel"", ""git"", ""google ads"", ""communication"", ""digital marketing"", ""lead generation"", ""teamwork"", ""time management"", ""go"", ""creativity"", ""leadership""]",3.0,,mid,3144,14
ESAB USA,NAM E-Commerce Retail Channel Marketing Leader,"[""seo"", ""critical thinking"", ""git"", ""communication"", ""sem"", ""digital marketing"", ""teamwork"", ""time management"", ""go"", ""problem solving"", ""leadership"", ""rust""]",8.0,bachelor,manager,5487,12
Talbots,Retail Sales Associate,"[""adaptability"", ""communication"", ""go""]",1.0,high school,junior,2823,3
7-Eleven,Sales Associate,"[""react"", ""aws"", ""rest"", ""adaptability"", ""go"", ""leadership""]",1.0,high school,junior,5346,6
Levin Furniture,FT Sales Associate,"[""git"", ""excel"", ""communication"", ""go"", ""medical""]",1.0,high school,junior,2271,5
Cleveland Plant & Flower Co.,Sales Associate,"[""excel"", ""communication"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""leadership""]",1.0,master,junior,3338,7
Burlington Stores,Retail Sales Associate,"[""time management"", ""adaptability"", ""go"", ""api""]",1.0,,junior,2602,4
Dick's Sporting Goods,Retail Sales Associate (All positions),"[""rest"", ""adaptability"", ""go""]",1.0,,junior,1687,3
Public Consulting Group,Program Coordinator,"[""excel"", ""communication"", ""time management"", ""go"", ""medical"", ""problem solving"", ""leadership""]",3.0,bachelor,mid,6063,7
The Grove,Sales Associate,[],1.0,,junior,73,0
Shinola- Retail,Retail Sales Associate,"[""salesforce"", ""adaptability"", ""medical"", ""go""]",1.0,,junior,3238,4
CRATE & BARREL,Furniture Sales Associate,"[""git"", ""communication"", ""time management"", ""teamwork"", ""adaptability"", ""go"", ""creativity"", ""leadership""]",1.0,high school,junior,4141,8
VF Corporation,"Vans Retail Sales Associate (Beachwood Place Mall 496 Beachwood, OH)","[""vue"", ""communication"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""creativity"", ""leadership""]",1.0,,junior,9491,8
HBC,Luxury Sales Stylist - Mens Combo - Saks Fifth Avenue,"[""seo"", ""excel"", ""git"", ""leadership"", ""aws"", ""rest"", ""go"", ""creativity"", ""medical"", ""problem solving""]",5.0,master,senior,2269,10
The Cleveland Museum of Art,Retail Sales Associate,"[""communication"", ""go""]",1.0,high school,junior,1038,2
Goldman Sachs,"Global Investment Research, Equity Research, Heathcare - Biotech...","[""critical thinking"", ""excel"", ""communication"", ""rest"", ""attention to detail"", ""go"", ""creativity"", ""clinical""]",1.0,phd,junior,2040,8
BGC Partners,Equity research associate,"[""financial analysis"", ""critical thinking""]",1.0,,junior,1230,2
Advisor Group,"Equity Research Associate, Biotech","[""critical thinking"", ""excel"", ""communication"", ""rest"", ""medical"", ""clinical""]",1.0,master,junior,3043,6
OpsLevel,Executive Assistant--Remote,"[""communication"", ""time management"", ""attention to detail"", ""go"", ""leadership""]",5.0,,senior,3056,5
Morningside Center for Teaching Social Responsibility,Executive Assistant,"[""excel"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""creativity"", ""leadership""]",3.0,master,mid,5698,9
Legacy Health Services - Corporate,Travel Registered Nurse (RN),"[""rust"", ""excel"", ""communication"", ""sem"", ""adaptability"", ""go"", ""cpr"", ""nursing"", ""leadership"", ""clinical""]",5.0,,senior,3010,10
BluePipes,Travel Nurse - RN - TELE - Telemetry - $2397.79 / Week,"[""nursing"", ""creativity"", ""go"", ""medical"", ""patient care""]",5.0,,senior,3216,5
Manorcare Health Services,Registered Nurse - RN - Senior Care!,"[""medical"", ""nursing"", ""leadership""]",5.0,,senior,2106,3
ProMedica Senior Care,Registered Nurse (RN) - Parma,"[""medical"", ""nursing"", ""leadership""]",5.0,,senior,2122,3
HealthCare Travelers (Nursing),Tele-Telemetry Nurse RN - Travel Jobs,"[""nursing"", ""sap"", ""rest"", ""go"", ""medical"", ""leadership""]",3.0,,mid,2241,6
Mount Carmel Health System,"RN, Registered Nurse - Endoscopy","[""nursing"", ""leadership"", ""communication"", ""sem"", ""clinical"", ""time management"", ""adaptability"", ""creativity"", ""cpr"", ""medical"", ""patient care"", ""emr""]",5.0,,senior,4620,12
